Zone,Ward,Area,Locality,Street,Usage,Guidance Value
N08,N107,Chetpet,Brindavanam,Rajambal Street - North,Residential,0.9
N08,N107,Chetpet,Chetpet,Doss Puram Road (Slum Road),Non-Residential,3
N08,N107,Chetpet,Chetpet,Doss Puram Road (Slum Road),Residential,0.9
N08,N107,Chetpet,Chetpet,Dr. Guruswamy Road,Non-Residential,3.6
N08,N107,Chetpet,Chetpet,Dr. Guruswamy Road,Residential,0.9
N08,N107,Chetpet,Chetpet,Gillcreast Avenue,Non-Residential,3
N08,N107,Chetpet,Chetpet,Gillcreast Avenue,Residential,0.9
N08,N107,Chetpet,Chetpet,Harrington Road 13th Avenue,Non-Residential,3.6
N08,N107,Chetpet,Chetpet,Harrington Road 13th Avenue,Residential,1.5
N08,N107,Chetpet,Chetpet,Harrington Road 14th Avenue,Non-Residential,3.6
N08,N107,Chetpet,Chetpet,Harrington Road 14th Avenue,Residential,1.5
N08,N107,Chetpet,Chetpet,Harrington Road 15th Avenue,Non-Residential,3.6
N08,N107,Chetpet,Chetpet,Harrington Road 15th Avenue,Residential,1.5
N08,N107,Chetpet,Chetpet,Harrington Road 16th Avenue,Non-Residential,3.6
N08,N107,Chetpet,Chetpet,Harrington Road 16th Avenue,Residential,1.5
N08,N107,Chetpet,Chetpet,Harrington Road 17th Avenue,Non-Residential,3.6
N08,N107,Chetpet,Chetpet,Harrington Road 17th Avenue,Residential,1.5
N08,N107,Chetpet,Chetpet,Jaya Vinayagar Koil Street,Non-Residential,3
N08,N107,Chetpet,Chetpet,Jaya Vinayagar Koil Street,Residential,0.9
N08,N107,Chetpet,Chetpet,Karkathamman Koil Street,Non-Residential,3
N08,N107,Chetpet,Chetpet,Karkathamman Koil Street,Residential,0.9
N08,N107,Chetpet,Chetpet,Karkathamman Koil Street Lane,Non-Residential,3
N08,N107,Chetpet,Chetpet,Karkathamman Koil Street Lane,Residential,0.9
N08,N107,Chetpet,Chetpet,Manoharan Lane,Non-Residential,3
N08,N107,Chetpet,Chetpet,Manoharan Lane,Residential,0.9
N08,N107,Chetpet,Chetpet,Manoharan Street,Non-Residential,3
N08,N107,Chetpet,Chetpet,Manoharan Street,Residential,0.9
N08,N107,Chetpet,Chetpet,Mc Nichols Road,Non-Residential,3
N08,N107,Chetpet,Chetpet,Mc Nichols Road,Residential,0.9
N08,N107,Chetpet,Chetpet,Mc Nichols Road  Bridge (Dr.Guruswamy Bridge),Non-Residential,3
N08,N107,Chetpet,Chetpet,Mc Nichols Road  Bridge (Dr.Guruswamy Bridge),Residential,0.9
N08,N107,Chetpet,Chetpet,Mc Nichols Road  Ii Lane,Non-Residential,3
N08,N107,Chetpet,Chetpet,Mc Nichols Road  Ii Lane,Residential,0.9
N08,N107,Chetpet,Chetpet,Mc Nichols Road  Iii Lane ( Scheme Road 40 0),Non-Residential,3
N08,N107,Chetpet,Chetpet,Mc Nichols Road  Iii Lane ( Scheme Road 40 0),Residential,0.9
N08,N107,Chetpet,Chetpet,Mc Nichols Road  Iv Lane,Non-Residential,3
N08,N107,Chetpet,Chetpet,Mc Nichols Road  Iv Lane,Residential,0.9
N08,N107,Chetpet,Chetpet,Mc Nichols Road  Western Side Service Road,Non-Residential,3
N08,N107,Chetpet,Chetpet,Mc Nichols Road  Western Side Service Road,Residential,0.9
N08,N107,Chetpet,Chetpet,Mc Nichols Road (School Road) Eastern Side Service Road,Non-Residential,3
N08,N107,Chetpet,Chetpet,Mc Nichols Road (School Road) Eastern Side Service Road,Residential,0.9
N08,N107,Chetpet,Chetpet,Mc Nichols Road (Zonal Office Side),Non-Residential,3
N08,N107,Chetpet,Chetpet,Mc Nichols Road (Zonal Office Side),Residential,0.9
N08,N107,Chetpet,Chetpet,Mc Nichols Road I Lane,Non-Residential,3
N08,N107,Chetpet,Chetpet,Mc Nichols Road I Lane,Residential,0.9
N08,N107,Chetpet,Chetpet,Murukesan Street,Non-Residential,3
N08,N107,Chetpet,Chetpet,Murukesan Street,Residential,0.9
N08,N107,Chetpet,Chetpet,Nathan Street,Non-Residential,3
N08,N107,Chetpet,Chetpet,Nathan Street,Residential,0.9
N08,N107,Chetpet,Chetpet,Nowroji Road,Non-Residential,3
N08,N107,Chetpet,Chetpet,Nowroji Road,Residential,0.9
N08,N107,Chetpet,Chetpet,Nowroji Road East West,Non-Residential,3
N08,N107,Chetpet,Chetpet,Nowroji Road East West,Residential,0.9
N08,N107,Chetpet,Chetpet,Nowroji Road Extension,Non-Residential,3
N08,N107,Chetpet,Chetpet,Nowroji Road Extension,Residential,0.9
N08,N107,Chetpet,Chetpet,Pachiappas College  Hostel Road,Non-Residential,3
N08,N107,Chetpet,Chetpet,Pachiappas College  Hostel Road,Residential,0.9
N08,N107,Chetpet,Chetpet,Railway Border Road,Non-Residential,3
N08,N107,Chetpet,Chetpet,Railway Border Road,Residential,0.9
N08,N107,Chetpet,Chetpet,Selvanathan Street,Non-Residential,3
N08,N107,Chetpet,Chetpet,Selvanathan Street,Residential,0.9
N08,N107,Chetpet,Jaganathapuram,Corporation Model Lane,Non-Residential,3
N08,N107,Chetpet,Jaganathapuram,Corporation Model Lane,Residential,0.9
N08,N107,Chetpet,Jaganathapuram,Iyya Street,Non-Residential,3
N08,N107,Chetpet,Jaganathapuram,Iyya Street,Residential,0.9
N08,N107,Chetpet,Jaganathapuram,Jaganadhapuram 4th Street,Non-Residential,3
N08,N107,Chetpet,Jaganathapuram,Jaganadhapuram 4th Street,Residential,0.9
N08,N107,Chetpet,Jaganathapuram,Jaganathapuram 1st Lane,Non-Residential,3
N08,N107,Chetpet,Jaganathapuram,Jaganathapuram 1st Lane,Residential,0.9
N08,N107,Chetpet,Jaganathapuram,Jaganathapuram 1st Street,Non-Residential,3
N08,N107,Chetpet,Jaganathapuram,Jaganathapuram 1st Street,Residential,0.9
N08,N107,Chetpet,Jaganathapuram,Jaganathapuram 2nd Lane,Non-Residential,3
N08,N107,Chetpet,Jaganathapuram,Jaganathapuram 2nd Lane,Residential,0.9
N08,N107,Chetpet,Jaganathapuram,Jaganathapuram 2nd Street,Non-Residential,3
N08,N107,Chetpet,Jaganathapuram,Jaganathapuram 2nd Street,Residential,0.9
N08,N107,Chetpet,Jaganathapuram,Jaganathapuram 3rd Street,Non-Residential,3
N08,N107,Chetpet,Jaganathapuram,Jaganathapuram 3rd Street,Residential,0.9
N08,N107,Chetpet,Jaganathapuram,Jaganathapuram 5th Street,Non-Residential,3
N08,N107,Chetpet,Jaganathapuram,Jaganathapuram 5th Street,Residential,0.9
N08,N107,Chetpet,Jaganathapuram,Jaganathapuram 6th Street,Non-Residential,3
N08,N107,Chetpet,Jaganathapuram,Jaganathapuram 6th Street,Residential,0.9
N08,N107,Chetpet,Jaganathapuram,New Colony,Non-Residential,3
N08,N107,Chetpet,Jaganathapuram,New Colony,Residential,0.9
N08,N107,Chetpet,Jaganathapuram,New Street,Non-Residential,3
N08,N107,Chetpet,Jaganathapuram,New Street,Residential,0.9
N08,N107,Chetpet,Jaganathapuram,Pumpin Station Road,Non-Residential,3
N08,N107,Chetpet,Jaganathapuram,Pumpin Station Road,Residential,0.9
N08,N107,Chetpet,Jaganathapuram,Rajambal Street-South,Non-Residential,3
N08,N107,Chetpet,Jaganathapuram,Rajambal Street-South,Residential,0.9
N08,N107,Chetpet,Jaganathapuram,Ranganathanpuram  Street,Non-Residential,3
N08,N107,Chetpet,Jaganathapuram,Ranganathanpuram  Street,Residential,0.9
N08,N107,Chetpet,Jaganathapuram,School Road,Non-Residential,3
N08,N107,Chetpet,Jaganathapuram,School Road,Residential,0.9
N08,N107,Chetpet,Jaganathapuram,Srinivasan Street,Non-Residential,3
N08,N107,Chetpet,Jaganathapuram,Srinivasan Street,Residential,0.9
N08,N107,Chetpet,Jaganathapuram,V.R.R.Colony,Non-Residential,3
N08,N107,Chetpet,Jaganathapuram,V.R.R.Colony,Residential,0.9
N08,N107,Chetpet,M.S.Nagar,M.S.Nagar I Cross Street,Non-Residential,3
N08,N107,Chetpet,M.S.Nagar,M.S.Nagar I Cross Street,Residential,0.9
N08,N107,Chetpet,M.S.Nagar,M.S.Nagar I Main Road,Non-Residential,3
N08,N107,Chetpet,M.S.Nagar,M.S.Nagar I Main Road,Residential,0.9
N08,N107,Chetpet,M.S.Nagar,M.S.Nagar Ii Cross Street,Non-Residential,3
N08,N107,Chetpet,M.S.Nagar,M.S.Nagar Ii Cross Street,Residential,0.9
N08,N107,Chetpet,M.S.Nagar,M.S.Nagar Ii Main Road,Non-Residential,3
N08,N107,Chetpet,M.S.Nagar,M.S.Nagar Ii Main Road,Residential,0.9
N08,N107,Chetpet,M.S.Nagar,M.S.Nagar Iii Cross Street,Non-Residential,3
N08,N107,Chetpet,M.S.Nagar,M.S.Nagar Iii Cross Street,Residential,0.9
N08,N107,Chetpet,M.S.Nagar,M.S.Nagar Iii Main Road,Non-Residential,3
N08,N107,Chetpet,M.S.Nagar,M.S.Nagar Iii Main Road,Residential,0.9
N08,N107,Chetpet,M.S.Nagar,M.S.Nagar Iv Cross Street,Non-Residential,3
N08,N107,Chetpet,M.S.Nagar,M.S.Nagar Iv Cross Street,Residential,0.9
N08,N107,Chetpet,M.S.Nagar,M.S.Nagar Ix Cross Street,Non-Residential,3
N08,N107,Chetpet,M.S.Nagar,M.S.Nagar Ix Cross Street,Residential,0.9
N08,N107,Chetpet,M.S.Nagar,M.S.Nagar V Cros Street,Non-Residential,3
N08,N107,Chetpet,M.S.Nagar,M.S.Nagar V Cros Street,Residential,0.9
N08,N107,Chetpet,M.S.Nagar,M.S.Nagar Vi Cross Street,Non-Residential,3
N08,N107,Chetpet,M.S.Nagar,M.S.Nagar Vi Cross Street,Residential,0.9
N08,N107,Chetpet,M.S.Nagar,M.S.Nagar Vii Cross Street,Non-Residential,3
N08,N107,Chetpet,M.S.Nagar,M.S.Nagar Vii Cross Street,Residential,0.9
N08,N107,Chetpet,M.S.Nagar,M.S.Nagar Viii Cross Street,Non-Residential,3
N08,N107,Chetpet,M.S.Nagar,M.S.Nagar Viii Cross Street,Residential,0.9
N08,N107,Chetpet,M.S.Nagar,M.S.Nagar X Cross Street,Non-Residential,3
N08,N107,Chetpet,M.S.Nagar,M.S.Nagar X Cross Street,Residential,0.9
N08,N107,Chetpet,M.S.Nagar,M.S.Nagar Xi Cross Street,Non-Residential,3
N08,N107,Chetpet,M.S.Nagar,M.S.Nagar Xi Cross Street,Residential,0.9
N08,N107,Chetpet,M.S.Nagar,M.S.Nagar Xii Cross Street,Non-Residential,3
N08,N107,Chetpet,M.S.Nagar,M.S.Nagar Xii Cross Street,Residential,0.9
N08,N107,Chetpet,M.S.Nagar,M.S.Nagar Xiii Cros Street,Non-Residential,3
N08,N107,Chetpet,M.S.Nagar,M.S.Nagar Xiii Cros Street,Residential,0.9
N08,N107,Chetpet,Mangalapuram,Mangalapuram 10th Street,Non-Residential,3
N08,N107,Chetpet,Mangalapuram,Mangalapuram 10th Street,Residential,0.9
N08,N107,Chetpet,Mangalapuram,Mangalapuram 11th Street,Non-Residential,3
N08,N107,Chetpet,Mangalapuram,Mangalapuram 11th Street,Residential,0.9
N08,N107,Chetpet,Mangalapuram,Mangalapuram 12th Street,Non-Residential,3
N08,N107,Chetpet,Mangalapuram,Mangalapuram 12th Street,Residential,0.9
N08,N107,Chetpet,Mangalapuram,Mangalapuram 13th Street,Non-Residential,3
N08,N107,Chetpet,Mangalapuram,Mangalapuram 13th Street,Residential,0.9
N08,N107,Chetpet,Mangalapuram,Mangalapuram 14th Street,Non-Residential,3
N08,N107,Chetpet,Mangalapuram,Mangalapuram 14th Street,Residential,0.9
N08,N107,Chetpet,Mangalapuram,Mangalapuram 15th Street,Non-Residential,3
N08,N107,Chetpet,Mangalapuram,Mangalapuram 15th Street,Residential,0.9
N08,N107,Chetpet,Mangalapuram,Mangalapuram 18th Street,Non-Residential,3
N08,N107,Chetpet,Mangalapuram,Mangalapuram 18th Street,Residential,0.9
N08,N107,Chetpet,Mangalapuram,Mangalapuram 1st Street,Non-Residential,3
N08,N107,Chetpet,Mangalapuram,Mangalapuram 1st Street,Residential,0.9
N08,N107,Chetpet,Mangalapuram,Mangalapuram 2nd Street,Non-Residential,3
N08,N107,Chetpet,Mangalapuram,Mangalapuram 2nd Street,Residential,0.9
N08,N107,Chetpet,Mangalapuram,Mangalapuram 3rd Street,Non-Residential,3
N08,N107,Chetpet,Mangalapuram,Mangalapuram 3rd Street,Residential,0.9
N08,N107,Chetpet,Mangalapuram,Mangalapuram 4th Street,Non-Residential,3
N08,N107,Chetpet,Mangalapuram,Mangalapuram 4th Street,Residential,0.9
N08,N107,Chetpet,Mangalapuram,Mangalapuram 5th Street,Non-Residential,3
N08,N107,Chetpet,Mangalapuram,Mangalapuram 5th Street,Residential,0.9
N08,N107,Chetpet,Mangalapuram,Mangalapuram 6th Street,Non-Residential,3
N08,N107,Chetpet,Mangalapuram,Mangalapuram 6th Street,Residential,0.9
N08,N107,Chetpet,Mangalapuram,Mangalapuram 7th Street,Non-Residential,3
N08,N107,Chetpet,Mangalapuram,Mangalapuram 7th Street,Residential,0.9
N08,N107,Chetpet,Mangalapuram,Mangalapuram 8th Street,Non-Residential,3
N08,N107,Chetpet,Mangalapuram,Mangalapuram 8th Street,Residential,0.9
N08,N107,Chetpet,Mangalapuram,Mangalapuram 9th Street,Non-Residential,3
N08,N107,Chetpet,Mangalapuram,Mangalapuram 9th Street,Residential,0.9
N08,N107,Chetpet,Mangalapuram,Mangalapuram Main Road,Non-Residential,3
N08,N107,Chetpet,Mangalapuram,Mangalapuram Main Road,Residential,0.9
N08,N107,Chetpet,Mangalapuram,Mangalapuram Xvi Street,Non-Residential,3
N08,N107,Chetpet,Mangalapuram,Mangalapuram Xvi Street,Residential,0.9
N08,N107,Chetpet,Mayor Ramanathan Salai,Lamach Avenue,Non-Residential,3
N08,N107,Chetpet,Mayor Ramanathan Salai,Lamach Avenue,Residential,1.65
N08,N107,Chetpet,Mayor Ramanathan Salai,Logaiah Street,Non-Residential,3
N08,N107,Chetpet,Mayor Ramanathan Salai,Logaiah Street,Residential,1.65
N08,N107,Chetpet,Mayor Ramanathan Salai,Logambal Street,Non-Residential,3
N08,N107,Chetpet,Mayor Ramanathan Salai,Logambal Street,Residential,1.65
N08,N107,Chetpet,Mayor Ramanathan Salai,Muktha Garden,Non-Residential,3
N08,N107,Chetpet,Mayor Ramanathan Salai,Muktha Garden,Residential,0.9
N08,N107,Chetpet,Srinivasa Nagar,Club Road,Non-Residential,5.4
N08,N107,Chetpet,Srinivasa Nagar,Club Road,Residential,0.9
N08,N107,Chetpet,Srinivasa Nagar,Damodaran Street,Non-Residential,3
N08,N107,Chetpet,Srinivasa Nagar,Damodaran Street,Residential,0.9
N08,N107,Chetpet,Srinivasa Nagar,Danammal Street,Non-Residential,3
N08,N107,Chetpet,Srinivasa Nagar,Danammal Street,Residential,0.9
N08,N107,Chetpet,Srinivasa Nagar,Dr.Santhosam Salai,Non-Residential,3
N08,N107,Chetpet,Srinivasa Nagar,Dr.Santhosam Salai,Residential,0.9
N08,N107,Chetpet,Srinivasa Nagar,Kuppusamy Street,Non-Residential,3
N08,N107,Chetpet,Srinivasa Nagar,Kuppusamy Street,Residential,0.9
N08,N107,Chetpet,Srinivasa Nagar,Mayar Sathiyamoorthy Salai,Non-Residential,3
N08,N107,Chetpet,Srinivasa Nagar,Mayar Sathiyamoorthy Salai,Residential,0.9
N08,N107,Chetpet,Srinivasa Nagar,Mayor Chittibabu Street,Non-Residential,3
N08,N107,Chetpet,Srinivasa Nagar,Mayor Chittibabu Street,Residential,0.9
N08,N107,Chetpet,Srinivasa Nagar,T.V.Road,Non-Residential,3
N08,N107,Chetpet,Srinivasa Nagar,T.V.Road,Residential,0.9
N08,N107,Chetpet,Srinivasa Nagar,Venkatasamy Street,Non-Residential,3
N08,N107,Chetpet,Srinivasa Nagar,Venkatasamy Street,Residential,0.9
N08,N107,Chetpet,Srinivasa Nagar,Vivekanandan Street,Non-Residential,3
N08,N107,Chetpet,Srinivasa Nagar,Vivekanandan Street,Residential,0.9
N08,N107,Shenoy Nagar,Shenoy Nagar,(Avvaipuram) Slum Road,Non-Residential,4.5
N08,N107,Shenoy Nagar,Shenoy Nagar,(Avvaipuram) Slum Road,Residential,1
N08,N107,Shenoy Nagar,Shenoy Nagar,Appa (Rao) Garden I Cross Street,Non-Residential,4.5
N08,N107,Shenoy Nagar,Shenoy Nagar,Appa (Rao) Garden I Cross Street,Residential,1
N08,N107,Shenoy Nagar,Shenoy Nagar,Appa (Rao) Garden Ii Cross Street,Non-Residential,4.5
N08,N107,Shenoy Nagar,Shenoy Nagar,Appa (Rao) Garden Ii Cross Street,Residential,1
N08,N107,Shenoy Nagar,Shenoy Nagar,Appa (Rao) Garden Iii Cross Street,Non-Residential,4.5
N08,N107,Shenoy Nagar,Shenoy Nagar,Appa (Rao) Garden Iii Cross Street,Residential,1
N08,N107,Shenoy Nagar,Shenoy Nagar,Appa (Rao) Garden Iv Cross Street,Non-Residential,4.5
N08,N107,Shenoy Nagar,Shenoy Nagar,Appa (Rao) Garden Iv Cross Street,Residential,1
N08,N107,Shenoy Nagar,Shenoy Nagar,Appa (Rao) Garden Main Road (Slum),Non-Residential,4.5
N08,N107,Shenoy Nagar,Shenoy Nagar,Appa (Rao) Garden Main Road (Slum),Residential,1
N08,N107,Shenoy Nagar,Shenoy Nagar,Appa (Rao) Garden V Cross Street,Non-Residential,4.5
N08,N107,Shenoy Nagar,Shenoy Nagar,Appa (Rao) Garden V Cross Street,Residential,1
N08,N107,Shenoy Nagar,Shenoy Nagar,Appa (Rao) Garden Vi Cross Street,Non-Residential,4.5
N08,N107,Shenoy Nagar,Shenoy Nagar,Appa (Rao) Garden Vi Cross Street,Residential,1
N08,N107,Shenoy Nagar,Shenoy Nagar,Appa (Rao) Graden Street,Non-Residential,4.5
N08,N107,Shenoy Nagar,Shenoy Nagar,Appa (Rao) Graden Street,Residential,1
N08,N107,Shenoy Nagar,Shenoy Nagar,Arunachalam I Lane,Non-Residential,4.5
N08,N107,Shenoy Nagar,Shenoy Nagar,Arunachalam I Lane,Residential,1
N08,N107,Shenoy Nagar,Shenoy Nagar,Arunachalam Ii Lane,Non-Residential,4.5
N08,N107,Shenoy Nagar,Shenoy Nagar,Arunachalam Ii Lane,Residential,1
N08,N107,Shenoy Nagar,Shenoy Nagar,Arunachalam Iii Lane,Non-Residential,4.5
N08,N107,Shenoy Nagar,Shenoy Nagar,Arunachalam Iii Lane,Residential,1
N08,N107,Shenoy Nagar,Shenoy Nagar,Arunachalam Iv Lane,Non-Residential,4.5
N08,N107,Shenoy Nagar,Shenoy Nagar,Arunachalam Iv Lane,Residential,1
N08,N107,Shenoy Nagar,Shenoy Nagar,Arunachalam Street,Non-Residential,4.5
N08,N107,Shenoy Nagar,Shenoy Nagar,Arunachalam Street,Residential,1
N08,N107,Shenoy Nagar,Shenoy Nagar,Avvaipuram Lanes,Non-Residential,4.5
N08,N107,Shenoy Nagar,Shenoy Nagar,Avvaipuram Lanes,Residential,1
N08,N107,Shenoy Nagar,Shenoy Nagar,Chari Road,Non-Residential,4.5
N08,N107,Shenoy Nagar,Shenoy Nagar,Chari Road,Residential,1
N08,N107,Shenoy Nagar,Shenoy Nagar,Harrington Road,Non-Residential,3.6
N08,N107,Shenoy Nagar,Shenoy Nagar,Harrington Road,Residential,1.5
N08,N107,Shenoy Nagar,Shenoy Nagar,Harrington Road 10th Avenue,Non-Residential,3.6
N08,N107,Shenoy Nagar,Shenoy Nagar,Harrington Road 10th Avenue,Residential,1.5
N08,N107,Shenoy Nagar,Shenoy Nagar,Harrington Road 11th Avenue,Non-Residential,3.6
N08,N107,Shenoy Nagar,Shenoy Nagar,Harrington Road 11th Avenue,Residential,1.5
N08,N107,Shenoy Nagar,Shenoy Nagar,Jothiammal Nagar (Slum Road),Non-Residential,4.5
N08,N107,Shenoy Nagar,Shenoy Nagar,Jothiammal Nagar (Slum Road),Residential,1
N08,N107,Shenoy Nagar,Shenoy Nagar,Kandan Street,Non-Residential,4.5
N08,N107,Shenoy Nagar,Shenoy Nagar,Kandan Street,Residential,1
N08,N107,Shenoy Nagar,Shenoy Nagar,Murugesan Street,Non-Residential,4.5
N08,N107,Shenoy Nagar,Shenoy Nagar,Murugesan Street,Residential,1
N08,N107,Shenoy Nagar,Shenoy Nagar,Muthiappan Street,Non-Residential,4.5
N08,N107,Shenoy Nagar,Shenoy Nagar,Muthiappan Street,Residential,1
N08,N107,Shenoy Nagar,Shenoy Nagar,Pillaiyar Koil Street,Non-Residential,4.5
N08,N107,Shenoy Nagar,Shenoy Nagar,Pillaiyar Koil Street,Residential,1
N08,N107,Shenoy Nagar,Shenoy Nagar,Subbarayan Street,Non-Residential,4.5
N08,N107,Shenoy Nagar,Shenoy Nagar,Subbarayan Street,Residential,1
N08,N107,Shenoy Nagar,Shenoy Nagar,Vaidyanathan Lane,Non-Residential,4.5
N08,N107,Shenoy Nagar,Shenoy Nagar,Vaidyanathan Lane,Residential,1
N08,N107,Shenoy Nagar,Shenoy Nagar,Vaidyanathan Street,Non-Residential,4.5
N08,N107,Shenoy Nagar,Shenoy Nagar,Vaidyanathan Street,Residential,1
N08,N107,Shenoy Nagar,Shenoy Nagar,Vembuliamman Housing Board Tenements Slum Road,Non-Residential,4.5
N08,N107,Shenoy Nagar,Shenoy Nagar,Vembuliamman Housing Board Tenements Slum Road,Residential,1
N08,N107,Shenoy Nagar,Shenoy Nagar,Venkatachalapathy Street,Non-Residential,4.5
N08,N107,Shenoy Nagar,Shenoy Nagar,Venkatachalapathy Street,Residential,1
N08,N107,Shenoy Nagar,Shenoy Nagar,Venkatachalapathy Street I Lane,Non-Residential,4.5
N08,N107,Shenoy Nagar,Shenoy Nagar,Venkatachalapathy Street I Lane,Residential,1
N08,N107,Shenoy Nagar,Shenoy Nagar,Venkatachalapathy Street Ii Lane,Non-Residential,4.5
N08,N107,Shenoy Nagar,Shenoy Nagar,Venkatachalapathy Street Ii Lane,Residential,1
N08,N107,Shenoy Nagar,Shenoy Nagar,Venkatachalapathy Street Iii Lane,Non-Residential,4.5
N08,N107,Shenoy Nagar,Shenoy Nagar,Venkatachalapathy Street Iii Lane,Residential,1
N08,N108,Aminjikarai,Aminjikarai,ANNAMALAI STREET,Non-Residential,3
N08,N108,Aminjikarai,Aminjikarai,ANNAMALAI STREET,Residential,0.9
N08,N108,Aminjikarai,Aminjikarai,Annamalai Cross Street,Non-Residential,3
N08,N108,Aminjikarai,Aminjikarai,Annamalai Cross Street,Residential,0.9
N08,N108,Aminjikarai,Aminjikarai,VINAYAGAR KOIL 1ST STREET,Non-Residential,3
N08,N108,Aminjikarai,Aminjikarai,VINAYAGAR KOIL 1ST STREET,Residential,0.9
N08,N108,Aminjikarai,Ayyavoo Colony,Anandha Valli Street,Non-Residential,3
N08,N108,Aminjikarai,Ayyavoo Colony,Anandha Valli Street,Residential,0.9
N08,N108,Aminjikarai,Ayyavoo Colony,Ayyavoo Street,Non-Residential,3
N08,N108,Aminjikarai,Ayyavoo Colony,Ayyavoo Street,Residential,0.9
N08,N108,Aminjikarai,Ayyavoo Colony,Jayammal Street,Non-Residential,3
N08,N108,Aminjikarai,Ayyavoo Colony,Jayammal Street,Residential,0.9
N08,N108,Aminjikarai,Ayyavoo Colony,Krishnaveni Ammal Street,Non-Residential,3
N08,N108,Aminjikarai,Ayyavoo Colony,Krishnaveni Ammal Street,Residential,0.9
N08,N108,Aminjikarai,Ayyavoo Colony,Muthumariamman Koil Street,Non-Residential,3
N08,N108,Aminjikarai,Ayyavoo Colony,Muthumariamman Koil Street,Residential,0.9
N08,N108,Aminjikarai,Ayyavoo Colony,Parijathammal Street,Non-Residential,3
N08,N108,Aminjikarai,Ayyavoo Colony,Parijathammal Street,Residential,0.9
N08,N108,Aminjikarai,Ayyavoo Colony,Sridharan Street,Non-Residential,3
N08,N108,Aminjikarai,Ayyavoo Colony,Sridharan Street,Residential,0.9
N08,N108,Aminjikarai,Ayyavoo Colony,Vijeswari Street,Non-Residential,3
N08,N108,Aminjikarai,Ayyavoo Colony,Vijeswari Street,Residential,0.9
N08,N108,Aminjikarai,Ayyavoo Colony,Vinayagar Koil Street,Non-Residential,3
N08,N108,Aminjikarai,Ayyavoo Colony,Vinayagar Koil Street,Residential,0.9
N08,N108,Aminjikarai,Azad Nagar,Azad Nagar 1st Street,Non-Residential,3
N08,N108,Aminjikarai,Azad Nagar,Azad Nagar 1st Street,Residential,0.9
N08,N108,Aminjikarai,Azad Nagar,Azad Nagar 2nd Street And Part,Non-Residential,3
N08,N108,Aminjikarai,Azad Nagar,Azad Nagar 2nd Street And Part,Residential,0.9
N08,N108,Aminjikarai,Azad Nagar,Azad Nagar 3rd Street,Non-Residential,3
N08,N108,Aminjikarai,Azad Nagar,Azad Nagar 3rd Street,Residential,0.9
N08,N108,Aminjikarai,Azad Nagar,Azad Nagar 4th Street,Non-Residential,3
N08,N108,Aminjikarai,Azad Nagar,Azad Nagar 4th Street,Residential,0.9
N08,N108,Aminjikarai,Azad Nagar,Quide-Millath Street,Non-Residential,3
N08,N108,Aminjikarai,Azad Nagar,Quide-Millath Street,Residential,0.9
N08,N108,Aminjikarai,Natarajapuram,Water Tank Road,Non-Residential,3
N08,N108,Aminjikarai,Natarajapuram,Water Tank Road,Residential,0.9
N08,N108,Aminjikarai,Rathinammal Colony,Rajagopalan Street,Non-Residential,3
N08,N108,Aminjikarai,Rathinammal Colony,Rajagopalan Street,Residential,0.9
N08,N108,Aminjikarai,Rathinammal Colony,Rathinammal Colony 1st St,Non-Residential,3
N08,N108,Aminjikarai,Rathinammal Colony,Rathinammal Colony 1st St,Residential,0.9
N08,N108,Aminjikarai,Rathinammal Colony,Rathinammal Colony 2nd St,Non-Residential,3
N08,N108,Aminjikarai,Rathinammal Colony,Rathinammal Colony 2nd St,Residential,0.9
N08,N108,Aminjikarai,Razak Garden,Bharathi Street,Non-Residential,3
N08,N108,Aminjikarai,Razak Garden,Bharathi Street,Residential,0.9
N08,N108,Aminjikarai,Razak Garden,Gandhi Street,Non-Residential,3
N08,N108,Aminjikarai,Razak Garden,Gandhi Street,Residential,0.9
N08,N108,Aminjikarai,Razak Garden,Maraimalaiadigal Street,Non-Residential,3
N08,N108,Aminjikarai,Razak Garden,Maraimalaiadigal Street,Residential,0.9
N08,N108,Aminjikarai,Razak Garden,Nehru Street,Non-Residential,3
N08,N108,Aminjikarai,Razak Garden,Nehru Street,Residential,0.9
N08,N108,Aminjikarai,Razak Garden,Patel Street,Non-Residential,3
N08,N108,Aminjikarai,Razak Garden,Patel Street,Residential,0.9
N08,N108,Aminjikarai,Razak Garden,Perumal Koil Street,Non-Residential,3
N08,N108,Aminjikarai,Razak Garden,Perumal Koil Street,Residential,0.9
N08,N108,Aminjikarai,Razak Garden,Selva Vinayagar Street,Non-Residential,3
N08,N108,Aminjikarai,Razak Garden,Selva Vinayagar Street,Residential,0.9
N08,N108,Aminjikarai,Razak Garden,Thiru-Vi-Ka Lane,Non-Residential,3
N08,N108,Aminjikarai,Razak Garden,Thiru-Vi-Ka Lane,Residential,0.9
N08,N108,Aminjikarai,Razak Garden,"Thiru-Vi-Ka Street, Aminjikarai",Non-Residential,3
N08,N108,Aminjikarai,Razak Garden,"Thiru-Vi-Ka Street, Aminjikarai",Residential,0.9
N08,N108,Aminjikarai,Sandror Palayam,Duraisamy Raja Street,Non-Residential,3
N08,N108,Aminjikarai,Sandror Palayam,Duraisamy Raja Street,Residential,0.9
N08,N108,Aminjikarai,Sandror Palayam,Pachaiyappa Gramani Street,Non-Residential,3
N08,N108,Aminjikarai,Sandror Palayam,Pachaiyappa Gramani Street,Residential,0.9
